Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Helmet_Worn,Seatbelt_Worn,Driver_Age,Driver_Gender,Number_of_Passengers,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,License_Type,Issuing_Agency,License_Validity,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT008066,Driving Without License,4922,Chhattisgarh,2024-01-27,23:21:35,Car,Silver,2009,Meghalaya,NA,No,19,Male,2,8,Rainy,Under Construction,OFF3014,Learner,RTO Enforcement,Valid,Yellow,33,25,0.02,Negative,Yes,Yes,Online,Yes,20,Warning Issued
VLT008067,Driving Without License,4922,Bihar,2024-01-27,04:33:42,Scooty,Green,2014,Uttar Pradesh,No,NA,56,Other,0,1,Clear,Potholes,OFF2616,Commercial,Highway Patrol,Valid,Yellow,50,108,0.0,Not Applied,Yes,Yes,Online,Yes,4,Repeat Offender
VLT008068,Overspeeding,3662,Tamil Nadu,2024-01-27,22:18:45,Pickup,White,2016,Telangana,NA,Yes,30,Male,3,8,Foggy,Dry,OFF8220,Commercial,RTO Enforcement,Valid,Red,42,14,0.02,Negative,No,No,Pending,No,10,Repeat Offender
VLT008069,Driving Without License,4922,Delhi,2024-01-27,08:38:17,Scooty,Green,2002,Himachal Pradesh,No,NA,77,Other,0,2,Snowy,Potholes,OFF3956,Permanent,Highway Patrol,Valid,Yellow,32,21,0.0,Not Applied,Yes,Yes,Online,Yes,7,Warning Issued
VLT008070,Illegal U Turn,564,Dadra & Nagar Haveli,2024-01-28,06:34:58,Truck,Blue,2010,Goa,NA,Yes,24,Male,3,4,Snowy,Dry,OFF3149,Permanent,City Traffic Police,Valid,Red,104,155,0.0,Not Applied,No,No,Pending,No,18,First Violation
VLT008071,Driving Without License,4922,West Bengal,2024-01-28,01:58:10,Bus,Grey,2023,Mizoram,NA,Yes,78,Male,37,3,Rainy,Dry,OFF2299,Permanent,Special Task Force,Expired,Yellow,73,165,0.0,Not Applied,Yes,No,Pending,Yes,6,Repeat Offender
VLT008072,No Parking,1211,Uttar Pradesh,2024-01-28,10:18:33,Pickup,Grey,2012,Andhra Pradesh,NA,Yes,80,Male,3,6,Rainy,Wet,OFF6728,Commercial,City Traffic Police,Valid,Yellow,48,129,0.02,Negative,Yes,No,Pending,No,2,Repeat Offender
VLT008073,Red Light Violation,3383,Himachal Pradesh,2024-01-29,06:45:56,Truck,Yellow,2006,Uttar Pradesh,NA,Yes,40,Other,3,0,Clear,Dry,OFF8486,Commercial,Highway Patrol,Expired,Red,41,32,0.02,Negative,No,Yes,Online,No,7,First Violation
VLT008074,Overspeeding,3662,Assam,2024-01-30,16:23:13,Bus,Green,1999,Telangana,NA,Yes,61,Other,37,8,Windy,Under Construction,OFF2515,Commercial,Special Task Force,Expired,Yellow,36,188,0.02,Negative,No,No,Pending,No,4,Fine Paid On Spot
VLT008075,No Parking,1211,Daman & Diu,2024-01-30,18:57:25,Pickup,Green,2013,Rajasthan,NA,Yes,62,Male,3,6,Clear,Dry,OFF5520,Permanent,RTO Enforcement,Expired,Green,118,162,0.02,Negative,Yes,No,Pending,No,6,Repeat Offender
VLT008076,Driving Without License,4922,Rajasthan,2024-01-30,18:54:17,Scooty,White,1992,West Bengal,No,NA,65,Male,0,6,Clear,Potholes,OFF5838,Permanent,RTO Enforcement,Expired,Yellow,69,175,0.02,Negative,Yes,Yes,Online,Yes,14,First Violation
VLT008077,No Parking,1211,Andhra Pradesh,2024-01-30,12:55:01,Scooty,Green,2004,Uttar Pradesh,No,NA,36,Male,0,8,Clear,Dry,OFF3410,Commercial,Special Task Force,Expired,Yellow,32,119,0.0,Not Applied,Yes,Yes,Online,No,7,First Violation
VLT008078,Driving Without License,4922,Gujarat,2024-01-30,11:37:39,E-Rickshaw,Black,2006,Telangana,NA,NA,49,Male,2,6,Clear,Dry,OFF5285,Permanent,RTO Enforcement,Valid,Red,77,146,0.02,Negative,Yes,Yes,Online,Yes,16,Repeat Offender
VLT008079,Red Light Violation,3383,Delhi,2024-01-30,08:08:36,Tractor,Silver,1996,Lakshadweep,NA,NA,52,Male,0,5,Windy,Potholes,OFF8588,Commercial,Special Task Force,Valid,Yellow,87,4,0.02,Negative,No,Yes,Online,No,15,First Violation
VLT008080,Driving Without License,4922,Maharashtra,2024-01-31,02:12:03,Tractor,Black,2002,Madhya Pradesh,NA,NA,79,Other,0,7,Clear,Potholes,OFF2015,Permanent,RTO Enforcement,Suspended,Green,30,71,0.0,Not Applied,Yes,No,Pending,Yes,0,First Violation
VLT008081,Driving Without License,4922,Delhi,2024-01-31,16:10:30,Truck,Blue,2002,Tamil Nadu,NA,Yes,51,Female,3,5,Foggy,Wet,OFF9898,Permanent,Special Task Force,Valid,Yellow,120,125,0.0,Not Applied,Yes,No,Pending,Yes,5,First Violation
VLT008082,Driving Without License,4922,Uttar Pradesh,2024-01-31,23:28:17,Car,Green,1997,Arunachal Pradesh,NA,No,70,Male,2,2,Rainy,Wet,OFF8445,Learner,City Traffic Police,Valid,Red,94,154,0.0,Not Applied,Yes,Yes,Online,Yes,13,Warning Issued
VLT008083,Overspeeding,3662,Maharashtra,2024-01-31,08:24:12,Bus,Brown,2000,Bihar,NA,Yes,27,Other,37,3,Clear,Potholes,OFF5952,Commercial,Highway Patrol,Expired,Yellow,40,67,0.02,Negative,No,No,Pending,No,7,Fine Paid On Spot
VLT008084,No Parking,1211,Madhya Pradesh,2024-01-31,03:27:31,Scooty,Red,2002,West Bengal,No,NA,60,Other,0,5,Windy,Under Construction,OFF4749,Permanent,Highway Patrol,Expired,Red,98,169,0.14,Positive,Yes,No,Pending,No,3,Repeat Offender
VLT008085,Illegal U Turn,564,Gujarat,2024-01-31,14:10:19,Motorcycle,Brown,2020,Punjab,Yes,NA,69,Other,1,0,Windy,Dry,OFF9077,Commercial,City Traffic Police,Valid,Green,102,113,0.02,Negative,No,Yes,Online,No,5,Warning Issued
VLT008086,Red Light Violation,3383,Goa,2024-01-31,02:52:43,Pickup,Black,2016,Maharashtra,NA,Yes,48,Other,3,1,Snowy,Wet,OFF2998,Permanent,Special Task Force,Cancelled,Red,82,49,0.02,Negative,No,Yes,Online,No,6,First Violation
VLT008087,Overspeeding,3662,Maharashtra,2024-01-31,13:36:16,Electric Scooter,Silver,1994,West Bengal,No,NA,38,Other,0,3,Windy,Wet,OFF5946,Permanent,Special Task Force,Valid,Yellow,86,7,0.0,Not Applied,No,Yes,Online,No,15,Warning Issued
VLT008088,Overspeeding,3662,Gujarat,2024-01-31,18:45:09,Auto-Rickshaw,Blue,2001,Punjab,NA,NA,39,Male,0,1,Clear,Dry,OFF3927,Commercial,City Traffic Police,Valid,Red,81,127,0.02,Negative,No,Yes,Online,No,14,First Violation
VLT008089,Illegal U Turn,564,Daman & Diu,2024-01-31,21:17:22,Car,Silver,2022,Andaman & Nicobar,NA,No,58,Other,2,8,Rainy,Dry,OFF8003,Permanent,City Traffic Police,Cancelled,Yellow,35,90,0.0,Not Applied,No,No,Pending,No,9,Repeat Offender
VLT008090,Driving Without License,4922,Assam,2024-02-01,20:11:06,E-Rickshaw,Blue,2002,Dadra & Nagar Haveli,NA,NA,44,Male,2,1,Windy,Dry,OFF9200,Permanent,City Traffic Police,Valid,Yellow,61,63,0.0,Not Applied,Yes,Yes,Online,Yes,19,First Violation
VLT008091,No Parking,1211,Karnataka,2024-02-01,16:19:42,Bus,Green,1994,Karnataka,NA,Yes,79,Female,37,5,Foggy,Under Construction,OFF2540,Permanent,RTO Enforcement,Valid,Green,103,197,0.0,Not Applied,Yes,No,Pending,No,6,Fine Paid On Spot
VLT008092,Driving Without License,4922,Maharashtra,2024-02-01,01:06:20,Auto-Rickshaw,Black,1995,Gujarat,NA,NA,33,Male,0,6,Foggy,Dry,OFF7699,Permanent,RTO Enforcement,Valid,Red,61,20,0.02,Negative,Yes,No,Pending,Yes,19,Repeat Offender
VLT008093,Drunk Driving,1248,West Bengal,2024-02-01,23:47:39,Tractor,Yellow,1998,Assam,NA,NA,67,Male,0,8,Rainy,Wet,OFF3110,Permanent,Special Task Force,Valid,Yellow,119,161,0.14,Positive,No,No,Pending,Yes,0,Repeat Offender
VLT008094,Drunk Driving,1248,Karnataka,2024-02-01,21:56:54,Motorcycle,Orange,2007,Andhra Pradesh,Yes,NA,51,Other,1,7,Foggy,Dry,OFF3868,Commercial,City Traffic Police,Valid,Red,76,78,0.0,Not Applied,No,Yes,Online,Yes,10,Warning Issued
VLT008095,Overspeeding,3662,Madhya Pradesh,2024-02-01,18:29:25,Motorcycle,Silver,1998,Uttarakhand,Yes,NA,58,Female,1,7,Rainy,Dry,OFF5061,Commercial,City Traffic Police,Expired,Green,51,8,0.02,Negative,No,No,Pending,No,14,Fine Paid On Spot
VLT008096,Overspeeding,3662,West Bengal,2024-02-01,19:42:55,Car,Black,2015,Telangana,NA,No,24,Female,2,5,Clear,Wet,OFF5151,Commercial,City Traffic Police,Suspended,Yellow,53,62,0.14,Positive,No,Yes,Online,No,5,Repeat Offender
VLT008097,Overloading,3057,Rajasthan,2024-02-01,13:25:35,Tractor,Yellow,1995,Andhra Pradesh,NA,NA,36,Other,0,0,Clear,Dry,OFF8114,Permanent,Special Task Force,Valid,Yellow,64,137,0.0,Not Applied,No,Yes,Online,No,1,Repeat Offender
VLT008098,Red Light Violation,3383,Rajasthan,2024-02-02,10:08:13,Tractor,Red,1991,Nagaland,NA,NA,78,Other,0,2,Clear,Dry,OFF2780,Permanent,RTO Enforcement,Valid,Red,84,169,0.0,Not Applied,No,No,Pending,No,15,Repeat Offender
VLT008099,Driving Without License,4922,Andaman & Nicobar,2024-02-02,23:23:07,Auto-Rickshaw,Orange,2023,Maharashtra,NA,NA,18,Male,0,6,Clear,Gravel,OFF6072,Commercial,City Traffic Police,Suspended,Green,54,80,0.02,Negative,Yes,No,Pending,Yes,1,Repeat Offender
VLT008100,No Parking,1211,Tripura,2024-02-03,05:58:29,Auto-Rickshaw,Red,2023,Puducherry,NA,NA,77,Male,0,1,Foggy,Wet,OFF8283,Permanent,City Traffic Police,Cancelled,Red,60,77,0.0,Not Applied,Yes,No,Pending,No,11,First Violation
VLT008101,Driving Without License,4922,Manipur,2024-02-03,13:47:11,Van,Yellow,2013,Arunachal Pradesh,NA,Yes,56,Other,7,7,Windy,Wet,OFF5943,Commercial,Special Task Force,Valid,Yellow,55,110,0.0,Not Applied,Yes,No,Pending,Yes,18,First Violation
VLT008102,Mobile Phone Usage,4776,Rajasthan,2024-02-03,15:18:29,Car,White,2001,Maharashtra,NA,No,57,Female,2,4,Windy,Wet,OFF3544,Permanent,RTO Enforcement,Valid,Red,26,26,0.0,Not Applied,No,No,Pending,No,14,First Violation
VLT008103,No Parking,1211,Madhya Pradesh,2024-02-03,04:26:28,Electric Scooter,Red,1999,Telangana,No,NA,37,Female,0,2,Foggy,Dry,OFF2049,Commercial,RTO Enforcement,Valid,Yellow,109,188,0.0,Not Applied,Yes,No,Pending,No,7,Warning Issued
VLT008104,Red Light Violation,3383,Bihar,2024-02-03,18:14:14,Car,Yellow,2022,Gujarat,NA,No,24,Male,2,3,Rainy,Wet,OFF4296,Learner,City Traffic Police,Valid,Red,39,32,0.02,Negative,No,Yes,Online,No,3,Warning Issued
VLT008105,Overspeeding,3662,Rajasthan,2024-02-03,16:12:33,Pickup,Other,1999,Meghalaya,NA,Yes,71,Male,3,4,Foggy,Gravel,OFF9224,Commercial,Highway Patrol,Expired,Red,59,151,0.02,Negative,No,Yes,Online,No,14,First Violation
VLT008106,Driving Without License,4922,Karnataka,2024-02-04,02:13:21,Motorcycle,Grey,1998,Gujarat,Yes,NA,44,Male,1,7,Clear,Potholes,OFF1165,Commercial,Highway Patrol,Suspended,Red,24,104,0.14,Positive,Yes,Yes,Online,Yes,7,First Violation
VLT008107,Overspeeding,3662,West Bengal,2024-02-04,23:07:08,Bus,Silver,1990,Punjab,NA,Yes,58,Female,37,4,Clear,Dry,OFF2761,Permanent,Highway Patrol,Expired,Red,59,174,0.02,Negative,No,Yes,Online,No,9,Repeat Offender
VLT008108,Wrong Lane,2617,Uttar Pradesh,2024-02-04,03:37:13,Bus,White,1998,Kerala,NA,Yes,50,Male,37,0,Foggy,Wet,OFF6406,Permanent,City Traffic Police,Valid,Green,105,180,0.02,Negative,No,Yes,Online,No,7,First Violation
VLT008109,Mobile Phone Usage,4776,West Bengal,2024-02-04,21:00:26,Motorcycle,Green,1997,Chhattisgarh,Yes,NA,57,Male,1,1,Rainy,Wet,OFF4235,Commercial,RTO Enforcement,Valid,Green,72,154,0.02,Negative,No,No,Pending,No,2,Fine Paid On Spot
VLT008110,Mobile Phone Usage,4776,Gujarat,2024-02-04,01:21:29,Van,Other,2015,Delhi,NA,Yes,71,Male,7,8,Windy,Dry,OFF2877,Commercial,Highway Patrol,Valid,Green,97,175,0.0,Not Applied,No,No,Pending,No,0,Warning Issued
VLT008111,Red Light Violation,3383,Arunachal Pradesh,2024-02-04,04:04:37,Tractor,Grey,2003,Maharashtra,NA,NA,32,Male,0,5,Rainy,Potholes,OFF3897,Permanent,RTO Enforcement,Expired,Red,104,184,0.0,Not Applied,No,Yes,Online,No,14,Fine Paid On Spot
VLT008112,Mobile Phone Usage,4776,Andhra Pradesh,2024-02-05,02:55:11,Auto-Rickshaw,Grey,2013,Nagaland,NA,NA,49,Other,0,6,Snowy,Dry,OFF3919,Permanent,Highway Patrol,Expired,Red,28,77,0.02,Negative,No,No,Pending,No,11,Repeat Offender
VLT008113,Overspeeding,3662,Bihar,2024-02-05,03:07:50,Truck,Orange,2020,Andhra Pradesh,NA,Yes,21,Male,3,0,Clear,Wet,OFF2814,Commercial,Highway Patrol,Expired,Red,22,90,0.02,Negative,No,Yes,Online,No,10,First Violation
VLT008114,Driving Without License,4922,Delhi,2024-02-06,01:10:52,Truck,Blue,2017,Andhra Pradesh,NA,Yes,70,Female,3,5,Rainy,Under Construction,OFF1495,Permanent,City Traffic Police,Suspended,Yellow,97,59,0.02,Negative,Yes,No,Pending,Yes,3,First Violation
VLT008115,Wrong Lane,2617,Chhattisgarh,2024-02-06,12:32:49,Tractor,Other,2011,Madhya Pradesh,NA,NA,72,Male,0,1,Clear,Wet,OFF6532,Commercial,RTO Enforcement,Valid,Yellow,24,31,0.14,Positive,No,Yes,Online,No,8,First Violation
VLT008116,Overspeeding,3662,Nagaland,2024-02-06,06:53:37,Van,Red,2011,Karnataka,NA,Yes,79,Male,7,4,Clear,Potholes,OFF1156,Permanent,RTO Enforcement,Expired,Green,20,13,0.02,Negative,No,No,Pending,No,14,Warning Issued
VLT008117,Overspeeding,3662,Nagaland,2024-02-06,01:00:09,Truck,Black,2008,Puducherry,NA,Yes,29,Female,3,6,Clear,Dry,OFF2961,Commercial,Highway Patrol,Expired,Yellow,70,165,0.14,Positive,No,Yes,Online,No,6,Fine Paid On Spot
VLT008118,No Parking,1211,Chhattisgarh,2024-02-06,20:51:35,Auto-Rickshaw,Blue,2004,Tamil Nadu,NA,NA,24,Female,0,3,Windy,Potholes,OFF8557,Permanent,Special Task Force,Cancelled,Yellow,41,40,0.0,Not Applied,Yes,Yes,Online,No,14,Fine Paid On Spot
VLT008119,Red Light Violation,3383,Andaman & Nicobar,2024-02-06,18:32:42,Car,White,2013,Karnataka,NA,No,80,Male,2,0,Clear,Wet,OFF7483,Permanent,Highway Patrol,Cancelled,Yellow,79,125,0.0,Not Applied,No,Yes,Online,No,5,Repeat Offender
VLT008120,Drunk Driving,1248,Maharashtra,2024-02-06,15:31:12,Motorcycle,Other,2000,Bihar,Yes,NA,63,Male,1,5,Rainy,Under Construction,OFF6885,Permanent,Highway Patrol,Cancelled,Green,112,51,0.0,Not Applied,No,Yes,Online,Yes,18,Warning Issued
VLT008121,Red Light Violation,3383,Chandigarh,2024-02-06,17:49:43,Motorcycle,Blue,2012,Rajasthan,Yes,NA,24,Female,1,1,Rainy,Dry,OFF3698,Permanent,Highway Patrol,Valid,Red,59,168,0.0,Not Applied,No,Yes,Online,No,14,Repeat Offender
VLT008122,Overspeeding,3662,Gujarat,2024-02-07,15:08:54,Van,Other,2017,Jharkhand,NA,Yes,74,Male,7,1,Windy,Gravel,OFF3396,Commercial,Special Task Force,Expired,Red,53,199,0.02,Negative,No,No,Pending,No,4,Warning Issued
VLT008123,Drunk Driving,1248,Delhi,2024-02-07,12:07:52,Truck,Other,2002,Kerala,NA,Yes,32,Other,3,8,Clear,Potholes,OFF5693,Permanent,Highway Patrol,Suspended,Yellow,32,127,0.02,Negative,No,Yes,Online,Yes,17,First Violation
VLT008124,Illegal U Turn,564,Maharashtra,2024-02-07,00:47:28,Auto-Rickshaw,Red,2021,Jammu & Kashmir,NA,NA,35,Male,0,7,Rainy,Dry,OFF1082,Commercial,Special Task Force,Expired,Green,61,92,0.0,Not Applied,No,No,Pending,No,15,Repeat Offender
VLT008125,Wrong Lane,2617,Bihar,2024-02-07,15:51:59,Scooty,White,2005,Maharashtra,No,NA,42,Female,0,7,Clear,Dry,OFF7253,Learner,Special Task Force,Valid,Green,102,102,0.02,Negative,No,No,Pending,No,1,Repeat Offender
VLT008126,Mobile Phone Usage,4776,Maharashtra,2024-02-07,21:47:01,Van,Grey,2004,Uttar Pradesh,NA,Yes,51,Female,7,5,Snowy,Wet,OFF6784,Commercial,Special Task Force,Valid,Red,73,115,0.0,Not Applied,No,Yes,Online,No,11,Fine Paid On Spot
VLT008127,Driving Without License,4922,Tripura,2024-02-07,07:58:15,E-Rickshaw,Other,2019,Maharashtra,NA,NA,33,Female,2,0,Windy,Potholes,OFF7446,Commercial,Highway Patrol,Expired,Yellow,78,158,0.02,Negative,Yes,Yes,Online,Yes,9,Repeat Offender
VLT008128,Overspeeding,3662,Odisha,2024-02-07,12:00:21,Motorcycle,White,1992,Daman & Diu,Yes,NA,67,Male,1,7,Clear,Gravel,OFF2914,Permanent,RTO Enforcement,Expired,Red,71,15,0.0,Not Applied,No,Yes,Online,No,17,Warning Issued
VLT008129,Driving Without License,4922,Manipur,2024-02-07,00:39:35,Car,Grey,1992,Telangana,NA,No,54,Other,2,6,Clear,Dry,OFF3593,Permanent,Special Task Force,Valid,Yellow,71,78,0.0,Not Applied,Yes,Yes,Online,Yes,8,Fine Paid On Spot
VLT008130,Overspeeding,3662,Chhattisgarh,2024-02-08,13:39:11,Auto-Rickshaw,Green,2000,Tripura,NA,NA,66,Male,0,1,Clear,Potholes,OFF6405,Permanent,RTO Enforcement,Valid,Yellow,29,77,0.0,Not Applied,No,No,Pending,No,0,First Violation
VLT008131,Red Light Violation,3383,Tamil Nadu,2024-02-09,04:56:55,Scooty,Other,2022,Tripura,No,NA,41,Male,0,8,Snowy,Potholes,OFF4404,Permanent,City Traffic Police,Valid,Yellow,43,100,0.02,Negative,No,Yes,Online,No,14,First Violation
VLT008132,Drunk Driving,1248,Mizoram,2024-02-09,09:13:04,Van,Black,2023,Gujarat,NA,Yes,26,Male,7,6,Clear,Potholes,OFF3407,Learner,City Traffic Police,Valid,Yellow,60,120,0.0,Not Applied,No,Yes,Online,Yes,10,First Violation
VLT008133,Overloading,3057,Uttar Pradesh,2024-02-09,00:07:59,E-Rickshaw,Red,2015,Karnataka,NA,NA,55,Male,2,6,Foggy,Potholes,OFF1116,Commercial,City Traffic Police,Valid,Yellow,101,127,0.0,Not Applied,No,No,Pending,No,14,First Violation
VLT008134,Mobile Phone Usage,4776,Assam,2024-02-09,08:53:09,Auto-Rickshaw,Other,2004,Karnataka,NA,NA,60,Male,0,7,Rainy,Gravel,OFF6672,Permanent,Special Task Force,Expired,Red,38,91,0.02,Negative,No,Yes,Online,No,5,Repeat Offender
VLT008135,Overspeeding,3662,Daman & Diu,2024-02-09,15:36:30,Pickup,Yellow,2009,West Bengal,NA,Yes,31,Male,3,6,Clear,Potholes,OFF5956,Learner,Highway Patrol,Suspended,Green,61,137,0.02,Negative,No,No,Pending,No,7,Repeat Offender
VLT008136,Driving Without License,4922,Goa,2024-02-09,18:51:22,Scooty,Orange,2023,Dadra & Nagar Haveli,No,NA,35,Male,0,4,Rainy,Wet,OFF2368,Permanent,Highway Patrol,Suspended,Red,24,77,0.02,Negative,Yes,Yes,Online,Yes,2,First Violation
VLT008137,No Parking,1211,Himachal Pradesh,2024-02-09,02:03:37,Car,Brown,1997,Andhra Pradesh,NA,No,55,Male,2,8,Clear,Dry,OFF9195,Permanent,RTO Enforcement,Valid,Red,26,55,0.0,Not Applied,Yes,No,Pending,No,12,Repeat Offender
VLT008138,Mobile Phone Usage,4776,Maharashtra,2024-02-09,17:04:42,E-Rickshaw,Other,2012,Arunachal Pradesh,NA,NA,25,Male,2,2,Clear,Potholes,OFF9424,Learner,Special Task Force,Valid,Red,24,53,0.02,Negative,No,Yes,Online,No,3,First Violation
VLT008139,Mobile Phone Usage,4776,Bihar,2024-02-10,11:47:38,Pickup,Other,2010,Delhi,NA,Yes,40,Male,3,4,Clear,Potholes,OFF8870,Commercial,RTO Enforcement,Valid,Red,36,115,0.02,Negative,No,Yes,Online,No,8,First Violation
VLT008140,Driving Without License,4922,Arunachal Pradesh,2024-02-10,10:33:59,Bus,White,2004,Uttar Pradesh,NA,Yes,49,Male,37,3,Clear,Dry,OFF9949,Commercial,Highway Patrol,Valid,Green,67,95,0.0,Not Applied,Yes,Yes,Online,Yes,16,Warning Issued
VLT008141,Driving Without License,4922,Karnataka,2024-02-10,02:29:22,Scooty,Yellow,2012,Daman & Diu,No,NA,43,Male,0,5,Windy,Under Construction,OFF1983,Learner,Special Task Force,Valid,Green,98,193,0.14,Positive,Yes,No,Pending,Yes,9,Warning Issued
VLT008142,Wrong Lane,2617,Rajasthan,2024-02-10,10:10:34,Van,Red,1991,Uttar Pradesh,NA,Yes,71,Female,7,2,Windy,Gravel,OFF7559,Commercial,Special Task Force,Cancelled,Yellow,34,157,0.02,Negative,No,No,Pending,No,4,First Violation
VLT008143,No Parking,1211,Punjab,2024-02-10,21:26:31,Van,Brown,1995,Rajasthan,NA,Yes,49,Female,7,0,Rainy,Under Construction,OFF1082,Permanent,Highway Patrol,Valid,Red,23,174,0.02,Negative,Yes,Yes,Online,No,10,Warning Issued
VLT008144,Drunk Driving,1248,Punjab,2024-02-10,20:24:47,Van,Black,2020,Karnataka,NA,Yes,50,Male,7,6,Clear,Under Construction,OFF5261,Permanent,City Traffic Police,Valid,Yellow,119,56,0.02,Negative,No,No,Pending,Yes,14,Repeat Offender
VLT008145,Mobile Phone Usage,4776,Haryana,2024-02-10,04:01:36,Scooty,White,2006,Odisha,No,NA,43,Male,0,0,Rainy,Wet,OFF5852,Commercial,RTO Enforcement,Cancelled,Red,37,162,0.02,Negative,No,Yes,Online,No,18,Fine Paid On Spot
VLT008146,Drunk Driving,1248,Delhi,2024-02-10,15:36:14,Auto-Rickshaw,Black,2014,Kerala,NA,NA,53,Female,0,8,Foggy,Potholes,OFF6731,Permanent,City Traffic Police,Cancelled,Green,102,37,0.0,Not Applied,No,No,Pending,Yes,13,First Violation
VLT008147,Overspeeding,3662,Himachal Pradesh,2024-02-10,07:27:53,Scooty,White,2023,West Bengal,No,NA,72,Male,0,7,Clear,Dry,OFF4866,Permanent,RTO Enforcement,Valid,Yellow,40,15,0.14,Positive,No,Yes,Online,No,9,First Violation
VLT008148,Drunk Driving,1248,Rajasthan,2024-02-11,09:02:14,Electric Scooter,Grey,1992,Ladakh,No,NA,57,Male,0,3,Rainy,Potholes,OFF7273,Permanent,City Traffic Police,Cancelled,Yellow,79,79,0.0,Not Applied,No,No,Pending,Yes,8,First Violation
VLT008149,Driving Without License,4922,Tamil Nadu,2024-02-11,03:17:10,Truck,Orange,2000,Kerala,NA,Yes,38,Male,3,8,Rainy,Potholes,OFF2743,Learner,City Traffic Police,Expired,Yellow,96,176,0.0,Not Applied,Yes,No,Pending,Yes,9,First Violation
VLT008150,Red Light Violation,3383,Bihar,2024-02-11,06:55:27,Tractor,Black,2017,Goa,NA,NA,46,Other,0,5,Windy,Potholes,OFF9604,Commercial,Special Task Force,Expired,Red,66,189,0.02,Negative,No,No,Pending,No,16,First Violation
VLT008151,Mobile Phone Usage,4776,Himachal Pradesh,2024-02-11,19:27:33,Motorcycle,Brown,2013,Tamil Nadu,Yes,NA,28,Male,1,2,Clear,Potholes,OFF5647,Permanent,Special Task Force,Expired,Yellow,74,49,0.0,Not Applied,No,No,Pending,No,8,First Violation
VLT008152,Mobile Phone Usage,4776,Rajasthan,2024-02-11,11:19:30,Van,Grey,2021,Jharkhand,NA,Yes,22,Other,7,5,Foggy,Potholes,OFF5648,Permanent,Special Task Force,Expired,Red,70,133,0.02,Negative,No,Yes,Online,No,10,Repeat Offender
VLT008153,Drunk Driving,1248,Odisha,2024-02-11,02:17:22,Pickup,Green,2024,Delhi,NA,Yes,46,Male,3,5,Rainy,Wet,OFF4742,Permanent,RTO Enforcement,Expired,Red,44,154,0.02,Negative,No,Yes,Online,Yes,12,Fine Paid On Spot
VLT008154,Drunk Driving,1248,Kerala,2024-02-11,22:09:19,Auto-Rickshaw,Yellow,2013,Andhra Pradesh,NA,NA,70,Male,0,8,Clear,Dry,OFF5195,Permanent,RTO Enforcement,Valid,Yellow,67,23,0.02,Negative,No,No,Pending,Yes,5,First Violation
VLT008155,Overspeeding,3662,Telangana,2024-02-11,08:49:20,Auto-Rickshaw,Red,1998,Bihar,NA,NA,71,Male,0,1,Windy,Wet,OFF1569,Learner,Special Task Force,Valid,Green,99,108,0.0,Not Applied,No,Yes,Online,No,16,Repeat Offender
VLT008156,Drunk Driving,1248,Nagaland,2024-02-11,13:36:16,Motorcycle,Green,2007,Jharkhand,Yes,NA,53,Male,1,1,Foggy,Under Construction,OFF2439,Commercial,City Traffic Police,Valid,Yellow,54,146,0.02,Negative,No,No,Pending,Yes,19,Warning Issued
VLT008157,Wrong Lane,2617,Telangana,2024-02-11,12:21:10,Pickup,Silver,2022,Andaman & Nicobar,NA,Yes,49,Male,3,7,Rainy,Dry,OFF5036,Permanent,City Traffic Police,Expired,Red,44,75,0.14,Positive,No,No,Pending,No,0,Repeat Offender
VLT008158,Drunk Driving,1248,Bihar,2024-02-12,08:58:15,Electric Scooter,Black,1997,Uttar Pradesh,No,NA,38,Male,0,4,Clear,Wet,OFF8864,Permanent,City Traffic Police,Valid,Green,120,124,0.02,Negative,No,Yes,Online,Yes,9,Repeat Offender
VLT008159,Driving Without License,4922,Ladakh,2024-02-12,13:35:18,E-Rickshaw,Yellow,1997,Rajasthan,NA,NA,72,Female,2,1,Windy,Potholes,OFF1161,Permanent,Highway Patrol,Valid,Yellow,39,143,0.0,Not Applied,Yes,No,Pending,Yes,2,First Violation
VLT008160,Driving Without License,4922,Rajasthan,2024-02-12,23:32:02,Bus,Grey,2022,Rajasthan,NA,Yes,57,Male,37,7,Foggy,Dry,OFF5029,Commercial,RTO Enforcement,Expired,Yellow,62,35,0.0,Not Applied,Yes,No,Pending,Yes,20,Fine Paid On Spot
VLT008161,Mobile Phone Usage,4776,Delhi,2024-02-13,23:13:34,Motorcycle,Silver,2010,Dadra & Nagar Haveli,Yes,NA,70,Male,1,4,Clear,Potholes,OFF9926,Permanent,City Traffic Police,Expired,Yellow,118,10,0.02,Negative,No,Yes,Online,No,0,Warning Issued
VLT008162,Red Light Violation,3383,Delhi,2024-02-13,05:06:02,Tractor,Silver,2007,Jharkhand,NA,NA,63,Other,0,8,Windy,Potholes,OFF3465,Learner,City Traffic Police,Expired,Red,81,13,0.02,Negative,No,Yes,Online,No,16,First Violation
